id,label,prob_no,prob_intrinsic,prob_extrinsic
02a0898b-5f01-4acd-98aa-bfd8de44e276,extrinsic,0.0039367676,0.29296875,0.703125
02a0facb-9597-4d03-9cd7-c6717f0cc874,no,0.31640625,0.59375,0.09082031
02a90ebe-63aa-4abb-b91c-76fbf9a3c24b,extrinsic,0.11621094,0.21679688,0.66796875
02bbe853-ec4b-4a7a-8248-153e71c73d70,no,0.7109375,0.10888672,0.1796875
02c09337-3679-478d-bcb2-0cd99877c3e2,extrinsic,0.010314941,0.059570312,0.9296875
02e332ff-57cb-43a0-85aa-47ca2e4ef1b2,intrinsic,0.003829956,0.9375,0.059814453
02e3a70f-495b-4adf-be01-35a46c42e95f,no,0.84375,0.12988281,0.025512695
02ed360c-23ec-4258-b976-d7e6ce57c438,intrinsic,0.048583984,0.27929688,0.671875
02fed8f7-171b-4c29-89bb-bd509a52361f,intrinsic,0.015319824,0.94921875,0.036865234
030646c1-f39f-455d-9ff6-10ea5dddc46f,no,0.9453125,0.032470703,0.022216797
030f4bae-0648-46ce-95a2-369a0ed3f469,no,0.95703125,0.028930664,0.012084961
0319b1c6-2260-4b00-8c18-2380adcbff22,no,0.984375,0.010925293,0.0040283203
031bd5ca-18d3-4d80-a54d-d712a32bd3eb,extrinsic,0.007659912,0.10595703,0.88671875
032075f9-d234-40e0-a707-8e5872890d19,intrinsic,0.004180908,0.703125,0.29296875
0323f374-72ae-483c-83d6-36ff18b7c610,extrinsic,0.032226562,0.025146484,0.94140625
03265172-41c7-482e-ba71-3827e2912e27,no,0.96484375,0.022705078,0.012145996
0327e8e8-db2a-49f6-b9e9-12f79c501150,no,0.515625,0.079589844,0.40234375
032e7f19-5f8b-4a66-9e1e-f01c6ea3c42d,extrinsic,0.006591797,0.013977051,0.98046875
032eea76-84e9-4d31-b03c-bb5b14186fa0,no,0.859375,0.0703125,0.0703125
0336d2de-883f-40d0-832b-8c84dabf93a9,no,0.9921875,0.0075683594,0.002166748
034d8bd4-44a0-4a22-8775-23dbe0426afe,intrinsic,0.12597656,0.052490234,0.8203125
03607036-9b20-4ba9-8c90-adc9fb277185,extrinsic,0.08251953,0.030395508,0.88671875
0361c9fc-fcdf-4aff-bbda-81d97adb6544,intrinsic,0.017944336,0.1171875,0.86328125
0362e4d2-f89e-4926-b94d-f3c40e8b45dc,extrinsic,0.007293701,0.037109375,0.95703125
036f45c3-09b5-4627-a0ed-6269f514eda9,no,0.9375,0.036376953,0.025024414
036f4853-f7fc-4561-b78a-da83a3919f91,extrinsic,0.0033416748,0.012390137,0.984375
0373bf42-e9f7-426b-b18c-a6c736333143,extrinsic,0.002166748,0.00970459,0.98828125
037d1b26-8786-4f25-a164-f30ae79f2ea3,intrinsic,0.21972656,0.67578125,0.103515625
037e32d9-9086-41d5-936d-c3fb4dbcc42f,intrinsic,0.103515625,0.765625,0.1328125
038061a4-5fe1-4e9d-9b51-0ad143928c87,no,0.9921875,0.0058898926,0.002166748
039d1c83-71ef-45a1-a471-7e82c05d5585,no,0.86328125,0.05517578,0.080566406
03a714be-4b34-4f39-ad44-05744677f616,intrinsic,0.0043945312,0.890625,0.10644531
03ad3cc9-5327-430d-b49c-1210efb56149,intrinsic,0.0027770996,0.98828125,0.0075683594
03ad6946-7ce5-434c-a4df-266032e65bb0,intrinsic,0.0027008057,0.8515625,0.14746094
03b56636-ee1f-4613-b2e6-d2756f047c43,intrinsic,0.007080078,0.92578125,0.06689453
03c179c0-e37a-439d-9799-c364f4019558,extrinsic,0.009277344,0.041748047,0.94921875
03cf061c-6423-46c4-9d9d-7142fba35b72,no,0.9453125,0.036621094,0.01953125
03d5f880-cbb4-44f7-a49d-819781a19d61,extrinsic,0.0052490234,0.053222656,0.94140625
03d6b900-4274-4c9d-960e-fd17b74e7838,intrinsic,0.002532959,0.095214844,0.90234375
03da102d-0d84-4626-96f8-42cce765a851,extrinsic,0.032226562,0.025146484,0.94140625
03e1b208-e2ce-49b8-a272-1ec14103dcc3,intrinsic,0.0073547363,0.96484375,0.029052734
03e452e6-9169-4365-8ab9-469758f7df8a,intrinsic,0.006652832,0.49609375,0.49609375
03eb3896-ecff-456e-8765-385d73f98aa3,no,0.6328125,0.16015625,0.20605469
03fbd15c-92e4-49c0-80a5-0bb1a24f76cf,intrinsic,0.0043945312,0.94921875,0.04711914
040de398-b99b-40ee-8087-db67710d2355,no,0.99609375,0.0046081543,0.0011672974
0414244c-480b-498a-bddb-cde558c626ac,no,0.54296875,0.20019531,0.25585938
042cef12-66a0-4b88-b2e9-6ae9a108dd57,intrinsic,0.010681152,0.9609375,0.029052734
042e009f-90c6-413d-a8d3-fed0605a82f1,intrinsic,0.016845703,0.91796875,0.06640625
042fd4c4-9db2-4835-ae02-d20ea1427f02,extrinsic,0.14550781,0.11376953,0.7421875
0431877e-10cb-4ba1-b81a-b3986104db06,no,0.98828125,0.007537842,0.0035705566
04374d49-635f-4750-9720-b656d59d2322,intrinsic,0.0056762695,0.953125,0.041748047
043b1530-bfda-403e-a145-c40bd084bc78,no,0.9609375,0.022583008,0.017578125
0442c851-0139-4674-9701-99c8961efc1a,no,0.98828125,0.0075683594,0.0027770996
044a5fda-bf0f-4e48-81fc-842d3fe811a9,no,0.91796875,0.03149414,0.051757812
044d934a-6c54-43a5-986c-1b2027b96dad,extrinsic,0.0031433105,0.06738281,0.9296875
045057a8-9adc-43f6-b768-768c6381242c,intrinsic,0.0040283203,0.984375,0.012390137
045da53f-c287-4628-8553-04a26154752c,intrinsic,0.028076172,0.9296875,0.041015625
046d0a5a-65b1-44b6-afa6-5fa18da95cc1,intrinsic,0.0034637451,0.9609375,0.037109375
04769628-6282-471f-a3a9-21ab0771a8d8,intrinsic,0.0030670166,0.84765625,0.14746094
0478ad51-1f0c-408a-b37b-cce91eb2fcfc,extrinsic,0.0058898926,0.49609375,0.49609375
04854997-1e90-4ffe-b627-2a6d2a18f264,extrinsic,0.96875,0.01574707,0.0138549805
048d8519-4b08-4545-82e5-dc03d3073a4a,extrinsic,0.061523438,0.35351562,0.5859375
048e03fe-f039-42bc-9783-561452341ddc,intrinsic,0.4140625,0.4140625,0.17285156
04902209-6fd6-419f-a2bd-b7bd85d5223d,no,0.96875,0.020141602,0.0107421875
049ab751-5089-4f6c-a733-600f62d605d8,intrinsic,0.020263672,0.76171875,0.21777344
04b072de-0849-4595-af3b-3f4d9bc415c1,extrinsic,0.007446289,0.13183594,0.859375
04b2cc4e-9a6a-4b0a-83d7-76f0ec55813c,no,0.96875,0.017822266,0.012207031
04bc7600-a6db-4df0-8bd0-921b4116d62b,no,0.9765625,0.013916016,0.0095825195
04cd1913-954d-4c80-8601-c903b159fad5,intrinsic,0.0029144287,0.58984375,0.40625
04d610a8-2973-4c68-8211-591aa951a9dd,no,0.42382812,0.375,0.20019531
04dcbd40-a7c8-4459-a554-3c625281128c,intrinsic,0.0039978027,0.9765625,0.017944336
04e905e1-5e86-4cde-acf5-18c761112669,no,0.96875,0.015625,0.015625
04f929e5-5947-4d75-8708-a95840db0406,no,0.97265625,0.020141602,0.0074157715
04fcd73c-918a-408c-be68-a62ac28e3d37,intrinsic,0.010559082,0.94921875,0.041748047
050be092-496a-46f6-bf29-9362e2a55994,no,0.984375,0.012390137,0.0040283203
050ec64e-6b22-4743-83ba-6ee81560bd17,intrinsic,0.20019531,0.42382812,0.375
0518fe22-b9b5-4c95-b203-2890b3132304,no,0.99609375,0.0031738281,0.00062561035
052d5cd1-3f76-4ef3-ac0d-10755592aa89,no,0.5078125,0.34765625,0.14550781
0532fe58-d07c-4dba-a682-a8e9d580fca6,no,0.734375,0.099609375,0.1640625
053d756a-ac8e-4818-ba73-5f414f27ac6f,intrinsic,0.010559082,0.94921875,0.041748047
054cbee5-d437-408a-8742-e232c541cb06,no,0.96875,0.020141602,0.012207031
0550e262-2987-45a1-9859-745fb44465b2,intrinsic,0.005065918,0.96484375,0.029174805
0554b51e-7ee0-47b4-8b5b-2e76359aa067,extrinsic,0.015319824,0.036865234,0.94921875
055eb936-1f09-4d03-b017-1d4cbfd3f3ab,intrinsic,0.12695312,0.73046875,0.14355469
055f9cfb-20e0-4c68-b01c-2653fee809eb,extrinsic,0.0048217773,0.13183594,0.86328125
0565508c-a000-41b5-b603-df83156ceb8c,no,0.99609375,0.0024719238,0.0005531311
05731b45-1353-4c4f-a92c-6048a7b3efb9,no,0.94921875,0.025268555,0.025268555
057bbafb-22c3-4106-a927-3ed3c8cd2327,intrinsic,0.005004883,0.953125,0.041992188
0591c142-007f-421d-8198-eb3044a9fb14,no,0.9921875,0.0058898926,0.0013198853
05ab72dc-ce39-42fb-9e22-a91bd3af47ea,intrinsic,0.0055236816,0.92578125,0.06738281
05afefe6-592c-4a7d-a621-b1ebf06d9c75,extrinsic,0.13671875,0.07324219,0.7890625
05b5a4a2-f511-4ebe-aa6d-e1e3cd203207,extrinsic,0.00982666,0.10546875,0.8828125
05b9d076-ed3b-4145-a8cb-27002fba2fa9,extrinsic,0.010620117,0.14648438,0.84375
05d102b6-c1b5-43ef-919a-899c11da15cb,extrinsic,0.004333496,0.059814453,0.9375
05d911a1-6a5c-4ed6-8a4b-4a111200c193,intrinsic,0.030395508,0.88671875,0.08251953
05eb0867-fca5-4438-942c-fd21ebeb1866,no,0.95703125,0.025512695,0.01550293
05ebb962-8b90-4938-bc36-292ea344a4f1,intrinsic,0.59375,0.09082031,0.31640625
05f1d940-b547-46d9-91c9-a4ceecc618e8,intrinsic,0.0040283203,0.984375,0.009643555
05f9f92d-4f9a-42ab-8d03-33e1745433ca,intrinsic,0.0033721924,0.9375,0.059814453
05fdaae9-e4d8-4321-8e51-9fe6f2ae83b8,extrinsic,0.001411438,0.119140625,0.87890625
06023ff2-0a86-4b7b-890f-08a5350a14f3,extrinsic,0.0065612793,0.020141602,0.97265625
060f4019-5287-4c18-b110-fd7bb7584ac6,no,0.5078125,0.39453125,0.099609375
061d45a5-c719-4749-bdc8-67fd50a7ef85,no,0.92578125,0.046142578,0.027954102
061fd2f2-029e-4bd8-8943-61a3690c5075,intrinsic,0.005584717,0.94140625,0.053222656
062388bb-9ef2-4c47-b40c-575fa1633b04,no,0.72265625,0.040771484,0.23535156
0632927c-9348-4d21-950e-af3267afe237,no,0.921875,0.045898438,0.03149414
063520ea-dbda-464f-9ebe-8d3494f558aa,extrinsic,0.052001953,0.921875,0.027832031
063a6000-e50e-44cf-94c9-2900fbd769c1,extrinsic,0.78515625,0.0390625,0.17480469
0643618e-8117-4097-8522-b1765eb1b353,intrinsic,0.009399414,0.74609375,0.24316406
06588418-98cb-49f9-b972-9a272828efe9,extrinsic,0.0134887695,0.041503906,0.9453125
066a934d-1f98-4246-99ca-362b1844a288,intrinsic,0.0050964355,0.96875,0.025878906
066cad9d-27fd-4e9a-a420-26aa368e32aa,intrinsic,0.0063476562,0.94140625,0.052978516
0683ed9e-88e4-4dde-a49b-f2e325d7bff7,intrinsic,0.0038604736,0.94140625,0.053222656
06856c28-9ed6-4b77-8fad-937b70dd483d,intrinsic,0.50390625,0.44335938,0.052978516
069c2b66-a8dd-43f7-83bb-00d25c68d477,extrinsic,0.003540039,0.075683594,0.921875
06a86c74-4d25-4b34-8ace-8cdf717d9486,no,0.98828125,0.00970459,0.0031433105
06aae2c6-df0e-4510-81c0-641b1527acdd,no,0.96875,0.020141602,0.0107421875
06ad477d-c493-40ad-9820-151f7c82233d,intrinsic,0.02355957,0.6875,0.28710938
06b6ef52-5f7c-4868-9f2d-a37e637b867c,no,0.90234375,0.044921875,0.05102539
06bfa001-3e54-4cdf-935a-575879529178,extrinsic,0.0010757446,0.1328125,0.8671875
06c7b86a-fd39-4e83-8259-4a0f595b996c,intrinsic,0.0058288574,0.98046875,0.013977051
06cbc4f2-1035-458d-a450-b7726efe9695,extrinsic,0.0025939941,0.5625,0.4375
06d70c60-2657-4277-96b2-ba9629fa3cb7,intrinsic,0.0049743652,0.94921875,0.04711914
06dbe33f-fcc1-48c1-86d4-49d1291cbd3c,no,0.87109375,0.049072266,0.08105469
06ddf257-3524-4dbc-9054-4118e8c70973,intrinsic,0.021850586,0.93359375,0.04638672
06e1b0d7-24b5-4b6b-8728-70fdd6973413,intrinsic,0.0063476562,0.83203125,0.16308594
06e82b27-d1a7-4a94-b60e-843d6851f68e,extrinsic,0.009094238,0.76953125,0.22070312
06e9113d-6e73-4c35-bee2-ebc1440e6b88,extrinsic,0.11035156,0.075683594,0.8125
06efcb15-9c9d-406f-9951-416ad3e1e0b2,extrinsic,0.0044555664,0.032958984,0.9609375
06efd08d-fcf9-4321-8f62-9d07a6a476e4,no,0.98828125,0.009643555,0.0035552979
07018ee2-7ce2-4df4-b403-62faca73dd37,no,0.984375,0.010925293,0.004547119
070738f2-5399-495f-86af-bfe842c939da,extrinsic,0.0051574707,0.013977051,0.98046875
070fd3e2-7ff5-4b68-9e65-39a9ac99eac1,extrinsic,0.09765625,0.0859375,0.81640625
07173c71-920a-446e-9a93-7e6071188041,extrinsic,0.010681152,0.029052734,0.9609375
072281da-012d-4ba7-8e11-b94f70de6e3d,intrinsic,0.23339844,0.55859375,0.20605469
072346da-020c-4826-973e-7692b910e0f6,no,0.96484375,0.020019531,0.015563965
0733f18b-2b93-4701-bb09-24e98e277869,extrinsic,0.87890625,0.049560547,0.072265625
073b6cf7-8805-40b3-bc2a-2d4a2d92f838,no,0.9765625,0.017822266,0.007446289
0745dfa9-ecdf-4f8d-a364-4b5436ff2190,extrinsic,0.125,0.05908203,0.81640625
07551de6-935c-4f85-aefb-cc8eafd317d0,extrinsic,0.009521484,0.017822266,0.97265625
075a47d5-d677-410e-9df2-571fd8d13a29,extrinsic,0.0027618408,0.01586914,0.98046875
076d7955-8147-4f02-b6d5-58645c40a3df,no,0.9453125,0.032470703,0.022216797
076e4480-300b-4b00-a1e7-a246268ff83a,extrinsic,0.022338867,0.025390625,0.953125
076e4fe0-727e-4e2f-afa6-c69351d667f5,intrinsic,0.08496094,0.7109375,0.20410156
077226a4-e886-4d70-93a9-e1dd21820da8,no,0.97265625,0.017822266,0.008422852
077c8b15-1a8b-4c68-9658-c28c735afd81,extrinsic,0.01373291,0.025634766,0.9609375
0786029a-59f6-44f1-bb12-1ee22bc6bae2,no,0.9921875,0.005218506,0.0008010864
07906966-fdaf-4f47-8744-1d95c92e408c,extrinsic,0.072753906,0.043945312,0.8828125
07948ae0-5fba-416d-8ddc-464ae90814b2,no,0.9921875,0.0066833496,0.002456665
0797a2e6-c7b0-43c1-87c4-ea5c92547b1a,intrinsic,0.0050964355,0.97265625,0.022827148
079bec6d-473d-49ec-9898-6604450fe366,no,0.984375,0.009643555,0.0051574707
079da405-9fbf-42a9-a758-72660728ddf5,intrinsic,0.012390137,0.76953125,0.21972656
07bb8081-cc11-4fde-b450-27ebe19e0250,extrinsic,0.08105469,0.049072266,0.87109375
07d3d0a4-c3e6-4ab6-bc7a-7dc4ce42f1dc,no,0.98828125,0.0075683594,0.0027770996
07dba9b3-7f86-41fb-b584-dea718b0dddd,intrinsic,0.010864258,0.9765625,0.013916016
07dcdbdc-56ab-4784-94df-925e7e883693,extrinsic,0.08935547,0.061523438,0.84765625
07deaab5-7de5-4bba-a52f-1dca5189af43,intrinsic,0.0029754639,0.7734375,0.22167969
07ea15b9-6a44-47c4-a60f-560465cc6f7b,intrinsic,0.0037231445,0.91015625,0.08496094
081804e4-034d-4b56-8b21-921f37ee806c,extrinsic,0.0073547363,0.029052734,0.96484375
081d90bb-d009-4936-a4be-52fc38e07d9e,extrinsic,0.140625,0.051757812,0.80859375
082006b6-0c28-4b29-9d43-2a9cbaca3b6e,no,0.9921875,0.008544922,0.001159668
082f67be-a403-43e6-abf0-d0a536d056f9,no,0.99609375,0.004058838,0.0014953613
083a9648-bb6e-45f5-93a9-133d5dda5cc7,extrinsic,0.041259766,0.01953125,0.9375
083aeeb1-8678-44f4-8411-8079c80a1106,intrinsic,0.0031433105,0.98828125,0.0075683594
084e17fc-c93f-42ff-b148-cdd2c4c2b762,no,0.98828125,0.008544922,0.0040283203
0858a60e-1861-42fe-b9a2-f8eb1c7182b4,extrinsic,0.84375,0.041992188,0.11425781
085f9858-2db9-4235-817d-9500db9ad161,no,0.9921875,0.0075683594,0.0016860962
0866ad61-1902-4222-8509-8fc13c835c27,intrinsic,0.002380371,0.9609375,0.037353516
086dc508-2d08-4658-b77c-0c5897ab0a38,extrinsic,0.00289917,0.029174805,0.96875
086eb3af-01f7-46fa-b7fe-00a450b93a73,extrinsic,0.009399414,0.032714844,0.95703125
08790fd7-352f-473b-995a-def31c923d80,intrinsic,0.014953613,0.92578125,0.05908203
08870ce2-85bc-4e1e-a479-a5ada843c417,no,0.6640625,0.08984375,0.24511719
08973b90-c10a-42be-851c-c989e367eb7b,intrinsic,0.0058288574,0.9765625,0.01586914
08a904d7-0d8f-4f53-9ad5-af5b25b14153,extrinsic,0.035888672,0.040527344,0.921875
08b8fd8e-f3ae-4ec9-8014-159a9f6b5070,extrinsic,0.044189453,0.17480469,0.78125
08bcf0ab-51b0-47e8-8d40-9f05c9ebee59,no,0.97265625,0.017822266,0.010803223
08c02ca3-312d-4246-8b75-1ea77b06f32b,intrinsic,0.0043640137,0.83203125,0.1640625
08c0559b-be56-43e8-8177-3f176787a7eb,extrinsic,0.008483887,0.52734375,0.46484375
08c413b4-8d88-4903-b978-3ead4298a22e,no,0.8203125,0.12597656,0.052490234
08cc9447-55f4-4aca-9504-f0f23d177a13,extrinsic,0.0073547363,0.029052734,0.96484375
08df449f-179d-4261-9276-6504c05851a9,extrinsic,0.0054016113,0.029174805,0.96484375
08dfb631-98ea-408e-bd59-65a3f93c3e1c,no,0.90234375,0.044921875,0.05102539
08dfe861-d0d6-4da5-b4cf-5f476b780b0e,extrinsic,0.05078125,0.05078125,0.8984375
08fec1bc-eb77-45ed-a29f-2fcaab88eff9,no,0.98046875,0.01586914,0.0039978027
091c856a-3dd9-4be0-be42-9292db148f19,no,0.9609375,0.022583008,0.017578125
092885cc-b56b-464c-b661-7556eee3563a,extrinsic,0.009338379,0.036865234,0.953125
0928a13a-e430-45da-a7e0-a0e1d87455e6,no,0.95703125,0.025512695,0.01550293
09418b50-74b0-4d47-b6ae-8d576efeb31f,extrinsic,0.009399414,0.029052734,0.9609375
0942cd2c-4d54-4708-9898-111a9ab8c98f,no,0.9921875,0.0066833496,0.0016860962
09500c97-99eb-459a-bc64-0d13efa5986c,no,0.9765625,0.01574707,0.008422852
09529e35-93b7-4e46-85a6-b7e2712d6752,intrinsic,0.008361816,0.96875,0.022827148
0955327c-585e-410a-a055-224286954eba,extrinsic,0.25976562,0.03515625,0.70703125
095f6aae-1f60-4c70-8ee5-c4bf4751c3f4,extrinsic,0.10888672,0.08496094,0.8046875
095fbfbf-5d67-4302-aad4-fd8be8a0b34d,intrinsic,0.0036773682,0.90234375,0.095214844
09746a6d-01f3-4387-8c76-081d7f7f1df8,extrinsic,0.43554688,0.29882812,0.26367188
097aa237-e381-455f-b371-f3232e3f2888,extrinsic,0.01550293,0.025512695,0.95703125
099287f3-6fb2-4c79-8518-a074a3f2e1ab,no,0.31445312,0.51953125,0.16796875
09955620-89d3-447d-a7e7-de664cee943a,intrinsic,0.010559082,0.94921875,0.041748047
099c3eeb-e3c3-4b61-a9a1-8879906518aa,extrinsic,0.0028533936,0.041992188,0.95703125
099fa059-4f9a-41ca-adfd-78261c3c20f2,extrinsic,0.026855469,0.08300781,0.890625
09a1075a-19b3-4219-9c60-6dcdf8746aa3,no,0.99609375,0.0031738281,0.00090789795
09a4e7ec-1d4d-41d9-add0-a34831a1399a,no,0.765625,0.1171875,0.1171875
09dff75b-e015-4da9-840a-7b094e8a6b2c,intrinsic,0.011474609,0.9140625,0.07519531
09e65713-6489-48ff-ba3f-e0cd06f7bb84,intrinsic,0.026611328,0.19628906,0.77734375
09efc2f1-3a40-445a-936e-debe2a27fb42,extrinsic,0.0022277832,0.041992188,0.95703125
09f8f5fa-6491-455d-8a9f-e0ffa22d9a8b,extrinsic,0.005218506,0.059814453,0.93359375
0a075ac3-b158-4033-a4e7-301c48babccd,intrinsic,0.011230469,0.7890625,0.19921875
0a15521d-7171-4c1c-bf0a-80c571c7a9ee,intrinsic,0.0043029785,0.9296875,0.06738281
0a513c3b-6424-4fd6-9f86-dfba2209eb7a,extrinsic,0.028564453,0.025268555,0.9453125
0a570d57-1a3d-4f80-bfd4-6a8106748ac5,intrinsic,0.013122559,0.921875,0.06689453
0a5adbc4-ee3f-41bc-bdea-2a8a5b4f4158,no,0.98046875,0.013977051,0.0040283203
0a5bc770-8e56-42ac-9006-860adc9ca699,intrinsic,0.0061950684,0.8125,0.18164062
0a7349c2-e2b8-4fbb-9c1e-91944d4caf70,intrinsic,0.0099487305,0.89453125,0.09423828
0a7fc265-609d-4c2b-911a-c778d5286fe3,intrinsic,0.0065307617,0.96875,0.022827148
0a809c5a-2c71-469f-9912-787aa39d5efe,no,0.99609375,0.0024719238,0.00037956238
0a8571ab-f1f3-4d22-8d96-8b14dc32df18,extrinsic,0.01373291,0.022705078,0.96484375
0a94c9bc-f812-4d57-8b08-43c187460914,no,0.98046875,0.013977051,0.006591797
0a9671b7-01fe-4deb-b921-49da7307c3e7,intrinsic,0.0039367676,0.96875,0.029174805
