id,prob_no,prob_intrinsic,prob_extrinsic
0d822c1a-039c-4c61-b511-fd0e748a06b2,0.019042969,0.49023438,0.49023438
0dce0be3-37ab-41de-8cbd-5253527a1283,0.0154418945,0.028808594,0.95703125
0df38ff9-0605-49d4-b06a-385a34a44f93,0.0056762695,0.041748047,0.953125
0e1c5ff6-5ddd-4781-be78-18ad484ce69f,0.0021362305,0.020263672,0.9765625
0e2da8f3-9386-4e68-b866-7fd0aa417930,0.0024261475,0.017944336,0.98046875
0e30be8a-6041-4695-9c83-cbcb65465944,0.006500244,0.029174805,0.96484375
0e640ce5-fe4d-40bb-b731-24c2a814ca02,0.84765625,0.037353516,0.114746094
0e77a6e4-9887-49bf-a248-ccb74253282b,0.14160156,0.8125,0.045898438
0e7c2d47-7ce9-460b-a4fa-ad0a5b2dc7ff,0.052246094,0.5625,0.38671875
0edeeb13-b778-4354-a2cf-3140399e4e90,0.06347656,0.68359375,0.25195312
0eff3e79-2572-4fdb-aa6c-69e616b02dbd,0.75,0.037353516,0.21484375
0f932840-96fa-4df7-87f8-ceafbf186c7f,0.83203125,0.053222656,0.11279297
0fb262cc-8453-452a-bc0a-f2e579060116,0.044921875,0.796875,0.15722656
0fc81083-96dc-4f3e-8df1-6ef35bf8e4b6,0.94921875,0.015319824,0.036865234
0fcb51ac-2743-4c29-b7af-d62f1f05201d,0.01361084,0.032714844,0.953125
0fd8c25d-8a17-43aa-94cb-087f9bdc4732,0.38867188,0.04638672,0.56640625
0fee5301-d014-408a-9d61-82c73892be2c,0.036132812,0.7265625,0.23632812
0ff83eda-9a26-4b16-a8f3-dd863e365cab,0.008239746,0.037109375,0.953125
10521bc4-24b0-4bb4-8737-f285d8d5eec4,0.0050354004,0.032958984,0.9609375
1056d504-ad3c-411f-9137-e75dbcd41fcb,0.003112793,0.017944336,0.98046875
10a11137-9c3d-4db6-a31a-65541034a36f,0.017456055,0.032470703,0.94921875
10e70318-d206-4c3f-ba8e-adb73d866048,0.859375,0.048583984,0.09082031
1115ece8-66cb-48aa-aca3-5fc9fb54f003,0.06738281,0.8203125,0.111328125
1121d935-530f-41e1-b9ec-3315863cfcd4,0.91015625,0.024291992,0.06591797
113b3fd3-caca-44f7-b27e-3b8ae04555b9,0.003112793,0.020263672,0.9765625
115c0224-5089-49ce-b44b-c6f0888fb8fa,0.009338379,0.036865234,0.953125
117c49a8-69dd-42ec-9cf4-a9f7f2a5d6ed,0.008300781,0.029052734,0.9609375
11a5ec18-3f20-43da-89db-ac0ef89de306,0.004486084,0.025878906,0.96875
11ae48c1-f0e2-465a-a53f-434f0ea6bd3f,0.09765625,0.81640625,0.0859375
11bae899-6f47-4c91-bd64-c1768abca0cb,0.89453125,0.023803711,0.08300781
11c6e713-ef63-4224-932c-0b79c5bbbb30,0.91015625,0.024291992,0.06591797
11fe3454-b236-4af9-9bfd-f9184dcd1dde,0.030029297,0.60546875,0.36523438
1251ffd1-2768-4225-9afe-bed2db457325,0.84765625,0.037353516,0.114746094
125d5ed0-d219-42e4-91f9-083bbbac256b,0.859375,0.025878906,0.11621094
1260f471-19a1-47d9-869b-859b2886abd8,0.96875,0.0138549805,0.01574707
1282bc8f-04e0-49da-87e7-ab8375d6227c,0.099609375,0.83203125,0.068359375
129ca76d-d9b6-487c-b75a-695f64f7e5a9,0.94921875,0.015319824,0.036865234
12ce71c7-6553-441b-b1f8-5a04cced4bc9,0.90625,0.02734375,0.06591797
12e31de2-a9d8-496d-a1ec-dd5d48fdc84a,0.03149414,0.045898438,0.921875
1326ad1c-deba-4ee0-aff6-4578bb7afa9a,0.1015625,0.75,0.14746094
1331370b-6424-4fcc-aa6d-a2ca4334f3fc,0.12402344,0.80859375,0.06640625
1338c2b5-89d0-453e-b61a-8d69fa40a729,0.06225586,0.859375,0.079589844
13558d05-1b5c-40a2-ba54-ff8971c1fe77,0.0039978027,0.017944336,0.9765625
13819f52-0064-498e-9cd4-ac2cb6a45deb,0.030029297,0.28515625,0.68359375
13c95e11-929c-4519-ba05-7560d435cce2,0.9375,0.017089844,0.04663086
13f2c492-50cd-4e6a-b1dc-d66b7bfe6495,0.011962891,0.036865234,0.94921875
141424c0-a673-4b14-bc16-e57bdba12d6d,0.036621094,0.12792969,0.8359375
143d1405-bacd-4160-b685-37dd1bce5c72,0.1796875,0.7109375,0.10888672
14408cea-b7e3-4a25-9698-3aff0673913d,0.07910156,0.8515625,0.06982422
1476cbbe-73d3-465a-8a98-36fceee8415b,0.95703125,0.013671875,0.028930664
148ed0f7-38f8-4f9e-933b-4064bfdb936b,0.002746582,0.017944336,0.98046875
14e194e9-9655-4419-9a59-0ed4dec06954,0.08886719,0.84375,0.06933594
14f81b48-0ff9-4b82-8229-436643b0e130,0.079589844,0.40234375,0.515625
14fa222c-2701-475a-9709-e004956542d4,0.12597656,0.8203125,0.052490234
15013a56-311c-4f6c-a629-e2291aa6e5aa,0.07910156,0.75390625,0.16796875
156473b3-eb0b-4710-b1fa-0cba2b039971,0.97265625,0.010803223,0.017822266
157eeac0-6ccc-4cb5-a970-33d6273c4b4f,0.78125,0.063964844,0.15429688
1599c52c-a003-4061-a65d-7bb24bc966d2,0.06933594,0.3515625,0.578125
159ec474-8b02-4ba0-8374-dadcfb3af6a2,0.04663086,0.828125,0.12695312
15c67c10-ad34-4a35-987d-31884b47da2d,0.8515625,0.032958984,0.115234375
15e80696-92e1-40ff-ae47-6480a5310c40,0.07861328,0.07861328,0.84375
15fa901f-1fc6-4268-be1a-9967b369f49b,0.89453125,0.023803711,0.08300781
15ff465d-8d4b-4669-9352-b74683bf0632,0.890625,0.026855469,0.08300781
16124b7d-fba0-4a0b-bc2f-71b323116cc1,0.25,0.46679688,0.28320312
161c7c49-567f-4f27-ba2a-1c4aa7a1045c,0.0067749023,0.10595703,0.88671875
161d7992-b44a-4549-8ef7-110195c0537f,0.17773438,0.20117188,0.62109375
16273335-3947-41d7-a738-1ffd7d3d60b1,0.087890625,0.8359375,0.07763672
1630a8ce-aed6-4cce-8fd1-c0880b967bb7,0.953125,0.015380859,0.032470703
1639f2b0-b9f8-4832-9dd3-b8d7b32e8258,0.024658203,0.33984375,0.63671875
1668440d-9770-4dbb-8bfe-1b9827503290,0.0703125,0.859375,0.0703125
168efa6c-6aec-46d5-9c75-5e959d3d87ca,0.921875,0.027832031,0.052001953
1695fe7d-c29e-4a2a-b905-bdbbaf857ca0,0.17285156,0.4140625,0.4140625
16991807-3fbb-4727-b159-5547240c9924,0.859375,0.037841797,0.10253906
16ad0c8c-218a-4b77-975f-81be21d61460,0.77734375,0.049560547,0.17382812
16d2b64c-7f86-4439-a248-a5027b6ff8a2,0.0044555664,0.032958984,0.9609375
16f82c45-9471-4ef2-826e-c0bc066b888d,0.041259766,0.56640625,0.390625
16ffdc62-2e1b-4187-8c35-aabb716138a9,0.93359375,0.024902344,0.041015625
1721ccf6-7fe9-4858-8bc0-93354e0218cf,0.33007812,0.05078125,0.6171875
173f07f8-94c7-47df-8022-ce06cb2e0a2e,0.006500244,0.029174805,0.96484375
174cb154-418f-4d61-bd99-f85738db5d47,0.008239746,0.037109375,0.953125
175d95c9-1c34-4e10-adab-7f96a2a5be4b,0.013977051,0.46289062,0.5234375
179093d1-0f78-4089-a426-efbd63a3e1d3,0.009399414,0.032714844,0.95703125
179d9496-66b5-4ebd-96ed-7f2a42192f3d,0.45507812,0.35546875,0.18945312
17a12821-3d48-4a8a-88fa-4a5b5c35be4f,0.079589844,0.515625,0.40234375
17b2a200-b34a-42fc-85d5-f00ce2ecc5dd,0.0023956299,0.029296875,0.96875
17ec101c-f2c6-471e-a90d-e99a81c1651b,0.97265625,0.010803223,0.017822266
1800ea91-ad53-49b7-86ee-cf73607ae5e0,0.027832031,0.33984375,0.6328125
1822449b-9ef4-4454-9d69-ea8eb677e0c2,0.9453125,0.017333984,0.036621094
1825d5cc-b67c-4664-8543-467f558bb749,0.7578125,0.048583984,0.19238281
1849eeca-79c6-4e52-a56c-14c42f5469cd,0.1796875,0.7109375,0.10888672
18c44488-7466-481a-a7c4-111720fdff67,0.0119018555,0.041503906,0.9453125
191575b9-035c-4b9f-b1ce-92283f28107c,0.025756836,0.515625,0.45703125
197e8430-fcdf-4acc-9711-a8ea2c4ad00d,0.03540039,0.8046875,0.15820312
19b0b78e-898d-4a42-abf1-4c2f5bad45d8,0.9765625,0.010864258,0.013916016
1a0e9b80-fa53-4d6b-bded-4b22a6c8fdeb,0.9296875,0.024780273,0.046142578
1a4844fa-96f5-458b-9352-02805e4a3de6,0.82421875,0.031982422,0.14355469
1a9c5f4b-40f5-4097-9f1c-5f6181a6a580,0.95703125,0.012084961,0.028930664
1aabd56e-d7c9-4868-b5e3-189553661a9d,0.29101562,0.09423828,0.61328125
1aade9c9-a3ee-4ffc-a8cb-15f23b798c07,0.045898438,0.14160156,0.8125
1ac105a8-fd68-40c3-9067-8aeb99691877,0.78515625,0.0390625,0.17480469
1afd91b7-5b95-4ad1-886e-476fc902bfd3,0.001663208,0.020263672,0.9765625
1afe851e-a588-4288-9bae-6d7bda483388,0.89453125,0.023803711,0.08300781
1b14a684-7dc9-4fb7-b492-6c601d41aa5a,0.35351562,0.061523438,0.5859375
1b4b9572-abe7-46fb-8e62-c76bda9ed0f7,0.052734375,0.64453125,0.3046875
1b605818-f0da-4c2c-add7-26c42972d2dc,0.0703125,0.859375,0.0703125
1b768394-2873-4ffd-92f0-c39482926680,0.0056762695,0.041748047,0.953125
1b7daad9-3b28-4186-a653-fde23f001930,0.921875,0.024658203,0.052001953
1b7e781d-0705-44d1-959a-bf3262acee98,0.0703125,0.859375,0.0703125
1baf4610-1d26-4367-a558-994d40a834fd,0.7890625,0.03466797,0.17578125
1bc433a3-01b5-4237-b3c2-3150b8f532e4,0.9453125,0.017333984,0.036621094
1bcd501c-97b6-460d-a8b4-24a49ce7eaf1,0.96875,0.012207031,0.020141602
1bcec876-bad8-4240-8fb7-2d5c68d4ec67,0.94140625,0.022094727,0.036621094
1bdae822-05f4-420c-85ac-c8ac2b192431,0.0065307617,0.022827148,0.96875
1be2dea6-1da6-4b6b-bdb4-33702d1ab8f8,0.028320312,0.032226562,0.94140625
1c18fb86-9a81-452e-9bd5-b6ab5b122e1d,0.050048828,0.063964844,0.88671875
1c2fa8b8-3a49-47fe-a2e2-e10af9ba1662,0.97265625,0.010803223,0.01574707
1c346e7e-47b0-4f4b-9a4c-b9365cb691f2,0.06933594,0.08886719,0.84375
1c4ebd6e-90ac-42e1-8597-ff2f1bacc347,0.029296875,0.75390625,0.21582031
1ccaf55c-4bdd-49a0-b62c-b54e461b784d,0.024414062,0.71484375,0.26171875
1cecd0c0-4d5d-4ae4-9aff-fff48a3914d3,0.9296875,0.01928711,0.052490234
1cff9bd6-be08-4932-9c00-9a5ff8e0280e,0.063964844,0.78125,0.15429688
1cffdb84-c48b-4fa5-9f12-08443b4dbfa0,0.0045166016,0.022827148,0.97265625
1d05be6e-650f-4325-9e80-58cd54e7ab63,0.06298828,0.765625,0.17089844
1d169feb-c18a-48a8-82d9-d50d35c47c34,0.060791016,0.83984375,0.100097656
1d1ec04b-222f-4044-b232-f8d5f4e8202a,0.9296875,0.028076172,0.041015625
1d58941a-7fed-4779-9486-85735059a4be,0.953125,0.015380859,0.032470703
1d6549a0-5610-40b7-97f3-e04af547e8db,0.83984375,0.032470703,0.12890625
1d6b2e08-3959-4b61-a59d-f60b98f56eeb,0.008239746,0.037109375,0.953125
1dcb2e5f-6351-43b7-ac95-991be4441591,0.017822266,0.4609375,0.5234375
1ded8629-7f3b-459a-8875-3e4bba9623b4,0.005706787,0.032958984,0.9609375
1e2a9586-78d5-493f-9ddc-0d1d4efbe7ba,0.0027160645,0.032958984,0.96484375
1e6b6be1-f1a3-41f6-ac53-e3ce401b226a,0.0039978027,0.020263672,0.9765625
1e791b8e-0738-4ebf-82ca-76c7c27a638f,0.8046875,0.03540039,0.15820312
1ee43211-cd73-4f8d-92cd-4b972269387b,0.9140625,0.02758789,0.05834961
1eea55b4-67f0-4f4e-a2a3-46d095050245,0.076660156,0.82421875,0.09863281
1ef9e01d-1933-4f06-b5f4-95a01a60fd6f,0.97265625,0.010803223,0.017822266
1f0a1baa-d296-421c-8845-64aa4c5b35b3,0.0030975342,0.025878906,0.97265625
1f648a7f-d656-462b-84f3-0dcc7af15fab,0.12060547,0.78515625,0.09375
1fa0a83d-5b14-4bae-9789-fd21221a35b9,0.96484375,0.013793945,0.020019531
1fc4663f-5bae-4b3e-bb85-ca0f16d5fcc6,0.05102539,0.044921875,0.90234375
1fc98a30-ada9-4d06-beca-0a740284983b,0.09082031,0.048583984,0.859375
1feac394-314b-42a2-a770-44b79a8adeb5,0.20410156,0.7109375,0.08496094
1feddefd-308e-43fc-bc36-7370cd344f0d,0.005004883,0.041992188,0.953125
1ff9fcfa-6b20-4677-8b3c-6a3faaa81050,0.2109375,0.053222656,0.734375
200b7e34-fd1a-4a79-9a87-a38451136e72,0.021972656,0.041259766,0.9375
201cbda7-3916-482f-a792-459e4ad73cef,0.030029297,0.7734375,0.1953125
2093d2fa-6414-4b14-ba84-e34b7a7f2917,0.02355957,0.36914062,0.609375
20b2d399-775a-4b55-9a1a-93de79bad81d,0.9296875,0.01928711,0.052490234
20b76dd8-d40a-4bca-8015-e71126553eb5,0.05517578,0.86328125,0.080566406
20b920b5-a7fa-4eac-b8e0-edbcf471c8f7,0.953125,0.017456055,0.028808594
20d4faa2-d644-454b-a42e-5a84e8e2f09e,0.0134887695,0.041503906,0.9453125
2118a63e-5d2c-4133-aa7d-0e566ce715f2,0.099609375,0.5078125,0.39453125
211bd834-d07e-4e63-add9-fee4f77a7604,0.080078125,0.671875,0.24707031
212b0544-e187-41fd-82b4-e951ec2c4911,0.01171875,0.059326172,0.9296875
21417288-4c90-450f-bcad-7b0490dd5a96,0.0546875,0.75390625,0.19042969
214ff513-e61a-477e-b6c8-d82ca9820960,0.038330078,0.59765625,0.36328125
21742c92-815b-4066-8344-22dfc5120431,0.008972168,0.18066406,0.80859375
218dcef7-e7b8-4ce2-bbd8-2580b34aa551,0.0039367676,0.029174805,0.96875
218ecf74-72f0-4a8c-8c7c-c6dd5dd23cbc,0.0065307617,0.022827148,0.96875
2194d6ac-8e65-49d8-b9b8-6a4c725aecad,0.06982422,0.8515625,0.07910156
21ab9913-7231-4614-be33-1a8fe7b3e927,0.041259766,0.83203125,0.12792969
21b78a1a-29c4-4ef1-ab3f-c24a3e032cd6,0.07519531,0.62890625,0.296875
21dedcba-bbff-4b45-8ab4-08e4d2c981c4,0.16796875,0.5859375,0.24511719
220cadd8-f8ee-434a-ae44-d81abf03791b,0.11035156,0.8125,0.075683594
222b8846-2ff5-45bb-acc6-efdb51f69392,0.0035247803,0.017944336,0.98046875
224f7883-7e55-4bab-9248-4008e4dbe13e,0.099609375,0.734375,0.1640625
227bff49-6dfa-4cf7-b1ec-40155ab3610f,0.13671875,0.7890625,0.07324219
229fb312-965b-47ca-96e8-2068bb5a78d0,0.0073242188,0.032958984,0.9609375
22d6b6da-30a4-49dc-9215-d296bf605c9f,0.020141602,0.31445312,0.6640625
22de3e6b-a02a-4720-a79b-e3b7361e7ad3,0.0024261475,0.020263672,0.9765625
22e5ae6d-6eca-48ad-afaf-8dca037dec85,0.0045166016,0.022827148,0.97265625
22f8575e-fc4c-4541-8aaf-b5698a57edd2,0.10644531,0.78515625,0.10644531
23030779-08c2-444a-9e11-045e2985ca6c,0.029296875,0.21582031,0.75390625
2308b58f-04d6-4843-8f64-a0ab326e0f35,0.06738281,0.8203125,0.111328125
233a04aa-fdec-4f16-8266-f5c2f819fb2b,0.0057678223,0.022827148,0.97265625
233a1c8d-7da2-458b-9fa4-084a5a1fcac4,0.921875,0.024658203,0.052001953
234c1936-b2a5-4fa0-9b75-b29b8b5def8d,0.003479004,0.032958984,0.96484375
2375bf10-5302-4866-a1c5-c1343ec88996,0.9609375,0.01373291,0.025634766
23cd511f-4502-499f-830a-5f96ad3ee9b9,0.9140625,0.021484375,0.06591797
23ce0a83-5a51-46c2-84e3-28f64b5e01c6,0.017089844,0.052490234,0.9296875
23fd6457-e056-4d1e-b66e-b4a6f76f7e90,0.109375,0.5546875,0.3359375
240f514e-a5ad-441f-b443-315ad09cf1d7,0.06542969,0.796875,0.13867188
2414777b-ee45-485a-93dd-ad836fe7b2e5,0.9140625,0.02758789,0.05834961
2420ea26-2b93-4748-9a35-1379694d8044,0.0039978027,0.017944336,0.9765625
2462597e-9201-4788-b640-39934a100730,0.11279297,0.83203125,0.053222656
24a21b56-b7de-4355-9eaa-451565cb29c5,0.91015625,0.03112793,0.05810547
24bda96a-373d-4764-bc9b-b9df0ace4457,0.01550293,0.025512695,0.95703125
24c8d368-63c6-488b-ad8e-ccf377f4d133,0.029052734,0.515625,0.45507812
24f62069-774c-4ec3-99cb-073889a475c7,0.921875,0.027832031,0.052001953
251046fb-d367-43da-b907-63bd8c4bead4,0.15527344,0.7890625,0.057128906
256ce0b2-d90f-4a88-8421-68ad090e898b,0.007385254,0.025756836,0.96875
256d03da-97f0-4ff1-9be2-20fc8eaae9c8,0.020141602,0.31445312,0.6640625
25810272-ed50-4be9-8b57-a8e8df707e5b,0.0065612793,0.020141602,0.97265625
25860af7-62e3-47a9-b7e9-40e0e7a1b71a,0.09765625,0.71875,0.18261719
259ea647-e908-4237-85a9-8d20585fa3f2,0.98046875,0.008483887,0.012329102
25acc735-5793-4ae6-8101-639ab48b2e4d,0.072265625,0.7734375,0.15234375
25bdaf56-52fd-4df6-9e9a-d7c9f077bd4d,0.0154418945,0.028808594,0.95703125
25c5af2b-d996-45ef-9b2e-3f2883243e3f,0.89453125,0.03930664,0.064941406
25eb9edd-cb99-4893-bf9d-dac4d2342fcc,0.125,0.81640625,0.05908203
2625f3a6-2857-4004-965b-0ffbada1a3c7,0.030029297,0.60546875,0.36523438
26303fad-f80a-4a8c-9724-b141f38a378c,0.0024261475,0.017944336,0.98046875
2633f600-8af0-4f16-9347-2d2f0d5d8c11,0.09082031,0.7578125,0.14941406
265603cf-b2d8-4296-9d46-a2d40eb763e2,0.94921875,0.017456055,0.032470703
266ad3bb-ecfa-42db-8b96-bcfae7854d7a,0.0013046265,0.017944336,0.98046875
267b574b-b597-4279-83c1-9f6ad6bab283,0.0859375,0.81640625,0.09765625
269c12f7-2b5c-4176-9858-c2a463c7d7e4,0.06738281,0.8203125,0.111328125
26baafeb-b248-41f9-af32-318b363c9589,0.045654297,0.03564453,0.91796875
